object_id,property_key,property_name,property_type,value_raw,display_value_ko,defined_by_interface_id,defined_by_interface,inheritance,required,synthetic
OBJ-050,organization_fk,Organization FK,string,OBJ-029,가상 제1합동감시단 참조,IF-034,Materiel Status Event,direct,false,true
OBJ-050,named_location_fk,Named Location FK,string,OBJ-007,가상 중부전선 감시구역 A 참조,IF-034,Materiel Status Event,direct,false,true
OBJ-050,source_system_metadata,Source System Metadata,Source System Metadata,"{""system"": ""K-Maven 합성데이터"", ""classification"": ""UNCLASSIFIED"", ""synthetic"": true}",K-Maven 합성데이터 / 비분류,IF-034,Materiel Status Event,direct,true,true
OBJ-050,reported_at,Reported At,timestamp,2026-08-09T14:50:00,2026-08-09 14:50,IF-034,Materiel Status Event,direct,true,true
OBJ-051,materiel_type_fk,Materiel Type FK,string,OBJ-041,감시드론 배터리 팩 참조,IF-035,Materiel Requirement,direct,true,true
OBJ-051,quantity,Quantity,integer,15,15개,IF-035,Materiel Requirement,direct,true,true
OBJ-051,organization_fk,Organization FK,string,OBJ-029,가상 제1합동감시단 참조,IF-035,Materiel Requirement,direct,false,true
OBJ-051,named_location_fk,Named Location FK,string,OBJ-007,가상 중부전선 감시구역 A 참조,IF-035,Materiel Requirement,direct,false,true
OBJ-051,source_system_metadata,Source System Metadata,Source System Metadata,"{""system"": ""K-Maven 합성데이터"", ""classification"": ""UNCLASSIFIED"", ""synthetic"": true}",K-Maven 합성데이터 / 비분류,IF-035,Materiel Requirement,direct,true,true
OBJ-051,reported_at,Reported At,timestamp,2026-08-09T14:57:00,2026-08-09 14:57,IF-035,Materiel Requirement,direct,true,true
OBJ-052,description,Description,string,가상 감시구역 부수피해 우려목록에 대한 합성 설명.,가상 감시구역 부수피해 우려목록 합성 설명,IF-036,Collateral Concern List,direct,false,true
OBJ-054,location,Location,geohash,wy6wus11,"합성좌표 36.365,127.465",IF-038,Point-Based Collateral Concern Candidate,direct,true,true
OBJ-055,geometry,Geometry,geoshape,"POLYGON((128.20800 35.95800,128.22800 35.95800,128.22800 35.97800,128.20800 35.97800,128.20800 35.95800))",합성 영향구역,IF-039,Geometry-Based Collateral Concern Candidate,direct,true,true
OBJ-056,target_type,Target Type,string,이동형 군용차량,이동형 군용차량(합성),IF-040,Target Type,direct,true,true
OBJ-057,location,Location,geohash,wydq70m4,"합성좌표 37.663,127.053",IF-041,Targetable Entity,direct,false,true
OBJ-058,location,Location,geohash,wydmz474,"합성좌표 37.586,127.226",IF-041,Targetable Entity,direct,false,true
OBJ-059,location,Location,geohash,wydmk2tv,"합성좌표 37.489,127.109",IF-041,Targetable Entity,direct,false,true
OBJ-060,target_number,Target Number,string,T-SYN-060,합성 표적번호 060,IF-042,Target,direct,true,true
OBJ-060,desired_effect,Desired Effect,string,MONITOR,추가 감시 및 행동 제한(모의),IF-042,Target,direct,false,true
OBJ-061,target_number,Target Number,string,T-SYN-061,합성 표적번호 061,IF-042,Target,direct,true,true
OBJ-061,desired_effect,Desired Effect,string,MONITOR,추가 감시 및 행동 제한(모의),IF-042,Target,direct,false,true
OBJ-062,target_number,Target Number,string,T-SYN-062,합성 표적번호 062,IF-042,Target,direct,true,true
OBJ-062,desired_effect,Desired Effect,string,MONITOR,추가 감시 및 행동 제한(모의),IF-042,Target,direct,false,true
OBJ-063,change_effect_level,Change Effect Level,string,SIGNIFICANT,유의미한 변화,IF-043,Change Assessment,direct,true,true
OBJ-063,time,Time,timestamp,2026-08-09T16:21:00,2026-08-09 16:21,IF-043,Change Assessment,direct,true,true
OBJ-063,confidence_level,Confidence Level,string,HIGH,높음,IF-043,Change Assessment,direct,true,true
OBJ-063,location,Location,geohash,wy7ht22r,"합성좌표 35.950,128.200",IF-043,Change Assessment,direct,true,true
OBJ-063,notes,Notes,string,합성 평가 결과이며 실제 작전 판단에 사용할 수 없음.,합성 평가 비고,IF-043,Change Assessment,direct,true,true
OBJ-064,functional_effect_level,Functional Effect Level,string,DEGRADED,기능 저하(모의),IF-044,Functional Assessment,direct,true,true
OBJ-064,time,Time,timestamp,2026-08-09T16:28:00,2026-08-09 16:28,IF-044,Functional Assessment,direct,true,true
OBJ-064,confidence_level,Confidence Level,string,HIGH,높음,IF-044,Functional Assessment,direct,true,true
OBJ-064,location,Location,geohash,wydqmrtg,"합성좌표 37.703,127.153",IF-044,Functional Assessment,direct,true,true
OBJ-064,notes,Notes,string,합성 평가 결과이며 실제 작전 판단에 사용할 수 없음.,합성 평가 비고,IF-044,Functional Assessment,direct,true,true
OBJ-065,has_collateral_damage,Has Collateral Damage,Assessment Outcome,NO,부수피해 없음(모의),IF-045,Collateral Damage Assessment,direct,true,true
OBJ-065,damage_estimate,Damage Estimate,string,관측된 부수피해 없음,관측된 부수피해 없음,IF-045,Collateral Damage Assessment,direct,true,true
OBJ-065,timestamp,Timestamp,timestamp,2026-08-09T16:35:00,2026-08-09 16:35,IF-045,Collateral Damage Assessment,direct,true,true
OBJ-065,confidence_level,Confidence Level,Assessment Confidence Level,HIGH,높음,IF-045,Collateral Damage Assessment,direct,true,true
OBJ-065,notes,Notes,string,합성 평가 결과이며 실제 작전 판단에 사용할 수 없음.,합성 평가 비고,IF-045,Collateral Damage Assessment,direct,false,true
OBJ-066,confidence_level,Confidence Level,string,HIGH,높음,IF-046,Munition Effectiveness Assessment,direct,true,true
OBJ-066,time,Time,timestamp,2026-08-09T16:42:00,2026-08-09 16:42,IF-046,Munition Effectiveness Assessment,direct,true,true
OBJ-066,scope,Scope,string,모의 효과수단 영향 범위,모의 효과수단 영향 범위,IF-046,Munition Effectiveness Assessment,direct,true,true
OBJ-066,estimated_location,Estimated Location,geohash,wydmz4v7,"합성좌표 37.589,127.229",IF-046,Munition Effectiveness Assessment,direct,false,true
OBJ-066,did_weapon_strike,Did Weapon Strike,string,SIMULATED_YES,모의 명중,IF-046,Munition Effectiveness Assessment,direct,false,true
OBJ-066,was_weapon_effective,Was Weapon Effective,string,SIMULATED_PARTIAL,모의 부분 효과,IF-046,Munition Effectiveness Assessment,direct,false,true
OBJ-066,notes,Notes,string,합성 평가 결과이며 실제 작전 판단에 사용할 수 없음.,합성 평가 비고,IF-046,Munition Effectiveness Assessment,direct,false,true
OBJ-067,serviced,Serviced,boolean,true,조치 수행됨(모의),IF-047,Serviced Assessment,direct,true,true
OBJ-068,scheduled_start_time,Scheduled Start Time,timestamp,2026-08-09T16:56:00,2026-08-09 16:56,IF-019,Operation,inherited,true,true
OBJ-068,scheduled_end_time,Scheduled End Time,timestamp,2026-08-09T20:56:00,2026-08-09 20:56,IF-019,Operation,inherited,true,true
OBJ-068,actual_start_time,Actual Start Time,timestamp,2026-08-09T17:01:00,2026-08-09 17:01,IF-019,Operation,inherited,false,true
OBJ-068,actual_end_time,Actual End Time,timestamp,2026-08-09T20:41:00,2026-08-09 20:41,IF-019,Operation,inherited,false,true
OBJ-069,scheduled_start_time,Scheduled Start Time,timestamp,2026-08-09T17:03:00,2026-08-09 17:03,IF-019,Operation,inherited,true,true
OBJ-069,scheduled_end_time,Scheduled End Time,timestamp,2026-08-09T21:03:00,2026-08-09 21:03,IF-019,Operation,inherited,true,true
OBJ-069,actual_start_time,Actual Start Time,timestamp,2026-08-09T17:08:00,2026-08-09 17:08,IF-019,Operation,inherited,false,true
OBJ-069,actual_end_time,Actual End Time,timestamp,2026-08-09T20:48:00,2026-08-09 20:48,IF-019,Operation,inherited,false,true
OBJ-070,valid_from,Valid From,timestamp,2026-08-09T17:10:00,2026-08-09 17:10,IF-049,"Fire Support Coordination Measure, FSCM",direct,false,true
OBJ-070,valid_to,Valid To,timestamp,2026-08-10T01:10:00,2026-08-10 01:10,IF-049,"Fire Support Coordination Measure, FSCM",direct,false,true
OBJ-070,active,Active,boolean,true,활성,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,description,Description,string,가상 비사격구역 FSCM-101에 대한 합성 설명.,가상 비사격구역 FSCM-101 합성 설명,IF-049,"Fire Support Coordination Measure, FSCM",direct,false,true
OBJ-070,type,Type,FSCM Type,RESTRICTIVE,제한형,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,shape,Shape,FSCM Shape,POLYGON,폴리곤,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,identity,Identity,FSCM Identity,FRIEND,아군,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,floor_altitude_meters,Floor Altitude (meters),double,0.0,0m,IF-049,"Fire Support Coordination Measure, FSCM",direct,false,true
OBJ-070,ceiling_altitude_meters,Ceiling Altitude (meters),double,1500.0,"1,500m",IF-049,"Fire Support Coordination Measure, FSCM",direct,false,true
OBJ-070,anchor_points,Anchor Points,list<geohash>,"[""wy6wu1q6"", ""wy6wu7js""]",합성 기준좌표 2점,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,unique_designation_modifier_1_t,Unique Designation Modifier 1 (T),string,가상 비사격구역 FSCM-101,가상 비사격구역 FSCM-101,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,distance_modifier_am,Distance Modifier (AM),list<double>,"[500.0, 1000.0]","500m / 1,000m",IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-070,intersection_geometry,Intersection Geometry,geoshape,"POLYGON((127.43800 36.33800,127.46200 36.33800,127.46200 36.36200,127.43800 36.36200,127.43800 36.33800))",합성 교차영역,IF-049,"Fire Support Coordination Measure, FSCM",direct,true,true
OBJ-072,priority,Priority,integer,1,1순위,IF-051,Target Priority,direct,true,true
OBJ-073,priority,Priority,integer,2,2순위,IF-051,Target Priority,direct,true,true
OBJ-075,effectpriority,effectPriority,integer,1,1순위,IF-053,Attack Guidance,direct,true,true
OBJ-075,desired_effect,Desired Effect,Kinetic Effect,MONITOR,추가 감시 및 행동 제한(모의),IF-053,Attack Guidance,direct,true,true
OBJ-077,accuracy_meters,Accuracy (meters),integer,100,100m 이하,IF-055,Target Selection Standard,direct,true,true
OBJ-077,timeliness_seconds,Timeliness (seconds),integer,300,300초 이내,IF-055,Target Selection Standard,direct,true,true
OBJ-077,mobility,Mobility,Mobility,MOVABLE,이동형,IF-055,Target Selection Standard,direct,false,true
OBJ-078,area,Area,geoshape,"POLYGON((127.43300 36.33300,127.47300 36.33300,127.47300 36.37300,127.43300 36.37300,127.43300 36.33300))",합성 표적화 구역,IF-056,Targeting Area,direct,true,true
OBJ-081,scheduled_start_time,Scheduled Start Time,timestamp,2026-08-09T18:27:00,2026-08-09 18:27,IF-019,Operation,inherited,true,true
OBJ-081,scheduled_end_time,Scheduled End Time,timestamp,2026-08-09T22:27:00,2026-08-09 22:27,IF-019,Operation,inherited,true,true
OBJ-081,actual_start_time,Actual Start Time,timestamp,2026-08-09T18:32:00,2026-08-09 18:32,IF-019,Operation,inherited,false,true
OBJ-081,actual_end_time,Actual End Time,timestamp,2026-08-09T22:12:00,2026-08-09 22:12,IF-019,Operation,inherited,false,true
OBJ-082,intended_effect,Intended Effect,string,상황 불확실성 감소 및 추가 감시,상황 불확실성 감소 및 추가 감시,IF-060,Target Effect Solution,direct,false,true
OBJ-083,intended_effect,Intended Effect,string,상황 불확실성 감소 및 추가 감시,상황 불확실성 감소 및 추가 감시,IF-060,Target Effect Solution,direct,false,true
OBJ-086,round_count,Round Count,integer,1,모의 1발,IF-062,Aimpoint Weapon Employment,direct,false,true
OBJ-086,aimpoint_location,Aimpoint Location,geohash,wy6wu66t,"합성좌표 36.356,127.456",IF-062,Aimpoint Weapon Employment,direct,true,true
OBJ-086,aimpoint_elevation_hae,Aimpoint Elevation (HAE),double,120.0,120m,IF-062,Aimpoint Weapon Employment,direct,false,true
OBJ-086,aimpoint_elevation_msl,Aimpoint Elevation (MSL),double,95.0,95m,IF-062,Aimpoint Weapon Employment,direct,false,true
OBJ-086,aimpoint_elevation_linear_error,Aimpoint Elevation Linear Error,double,4.0,4m,IF-062,Aimpoint Weapon Employment,direct,false,true
OBJ-086,aimpoint_location_circular_error,Aimpoint Location Circular Error,double,25.0,25m,IF-062,Aimpoint Weapon Employment,direct,false,true
